Description,Real Estate Type,Location,City,Province,Region,Highly Urbanized?,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Total_area (sqm),Price per sqm,Latitude,Longitude,Link
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B46 L1 (Northg...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"696,795,000",na,na,na,1545,1545,451000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-169874188425.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B24 L4 (Spectr...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"1,224,840,000",na,na,na,2595,2595,472000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-169874188554.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B24 L3 (Spectr...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"1,243,248,000",na,na,na,2634,2634,472000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-169874188480.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B20 L6 (Spectr...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"1,112,976,000",na,na,na,2358,2358,472000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-16987418845.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B20 L5 (Spectr...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"1,082,296,000",na,na,na,2293,2293,472000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-169874188624.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B20 L4 (Spectr...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"1,081,824,000",na,na,na,2292,2292,472000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-169874188576.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B20 L3 (Spectr...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"1,069,080,000",na,na,na,2265,2265,472000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-16987418847.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B13 L2-B-6 (Pa...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"648,432,000",na,na,na,2052,2052,316000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-169874188526.html
"Commercial Lot for Sale in Alabang, Muntinlupa at Filinvest City | Ph2 B13 L2-B-4 (Pa...",Lot,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"823,812,000",na,na,na,2607,2607,316000,14.4169,121.0353597,https://www.lamudi.com.ph/commercial-lot-for-sale-in-alabang-muntinlupa-at-f-169874188578.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"26,953,000",3,na,219,91,310,86945.16,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718976227.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"27,676,000",3,na,219,91,310,89277.42,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718975091.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,572,000",3,na,219,103,322,88732.92,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-17071897644.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"34,604,000",3,na,247,94,341,101478.01,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-169691843538.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"26,365,000",3,na,219,90,309,85323.62,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718973924.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"26,365,000",3,na,219,90,309,85323.62,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718974294.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"26,365,000",3,na,219,90,309,85323.62,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718974642.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"26,393,000",3,na,219,91,310,85138.71,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718973722.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"26,393,000",3,na,219,91,310,85138.71,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-17071897312.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"26,953,000",3,na,219,91,310,86945.16,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718974270.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"27,676,000",3,na,219,91,310,89277.42,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718974115.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,650,000",3,na,219,90,309,92718.45,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718975234.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,650,000",3,na,219,90,309,92718.45,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718764480.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,678,000",3,na,219,91,310,92509.68,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718973355.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,776,000",3,na,219,90,309,93126.21,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718975075.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,804,000",3,na,219,91,310,92916.13,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-17071897509.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"27,088,000",3,na,219,90,309,87663.43,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718974065.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"27,088,000",3,na,219,90,309,87663.43,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718973698.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,090,000",3,na,219,90,309,90906.15,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718973745.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,216,000",3,na,219,90,309,91313.92,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718974789.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,348,000",3,na,219,105,324,87493.83,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718974464.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"29,098,000",3,na,219,106,325,89532.31,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718976099.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,184,000",3,na,247,92,339,94938.05,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-169691775421.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,514,000",3,na,247,92,339,95911.5,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-169691776489.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typica...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"33,792,000",3,na,247,93,340,99388.24,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-169691774451.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit F...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"28,348,000",3,na,219,105,324,87493.83,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-170718975619.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit F...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"34,016,000",3,na,247,93,340,100047.06,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-169691774372.html
"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit F...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"34,016,000",3,na,247,93,340,100047.06,14.4262,121.0388526,https://www.lamudi.com.ph/3br-3-storey-townhouse-for-sale-near-alabang-in-li-169691774614.html
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"31,111,000",3,na,247,92,339,91772.86,14.4262,121.0388526,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-typical-unit-4.html
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"31,348,000",3,na,247,92,339,92471.98,14.4262,121.0388526,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-typical-unit-5.html
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,331,000",3,na,247,94,341,94812.32,14.4262,121.0388526,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-typical-unit-1.html
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,539,000",3,na,247,93,340,95702.94,14.4262,121.0388526,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-unit-facing-clubhouse-4.html
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,539,000",3,na,247,93,340,95702.94,14.4262,121.0388526,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-unit-facing-clubhouse.html
"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinl...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,539,000",3,na,247,93,340,95702.94,14.4262,121.0388526,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-near-alabang-in-likha-residences-muntinlupa-unit-facing-clubhouse-1.html
"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Ty...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,184,000",3,na,247,92,339,94938.05,14.4262,121.0388526,https://www.lamudi.com.ph/rfo-3br-3-storey-townhouse-for-sale-near-alabang-i-169700941384.html
"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Un...",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"32,568,000",3,na,247,92,339,96070.8,14.4262,121.0388526,https://www.lamudi.com.ph/rfo-3br-3-storey-townhouse-for-sale-near-alabang-i-16970094172.html
"Below Market Value House for Sale in Alabang Hills Village, Muntinlupa City",House,"Cupang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"48,000,000",4,na,315,451,766,62663.19,14.434669,121.040194,https://www.lamudi.com.ph/below-market-value-house-for-sale-in-alabang-hills-171230734775.html
3BR House and Lot For Sale in BF Homes Paranaque,House,"Sucat, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"22,000,000",3,na,230,288,518,42471.04,14.45461,121.049276,https://www.lamudi.com.ph/3br-house-and-lot-for-sale-in-bf-homes-paranaque-171099670386.html
Bungalow house in BF Homes Pque,House,"Sucat, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"23,000,000",3,na,260,358,618,37216.83,14.45461,121.049276,https://www.lamudi.com.ph/bungalow-house-in-bf-homes-pque-171325279392.html
"3-Bedroom Condo Unit for Sale in Ayala Alabang, Muntinlupa | Viento at Cerca - T3, 10...",Condo Unit,"Ayala Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"27,288,000",3,2,102,na,102,267529.41,14.4253,121.021105,https://www.lamudi.com.ph/3-bedroom-condo-unit-for-sale-in-ayala-alabang-mun-170781025594.html
"2BR Condo Unit (72 sqm) for Sale in Alabang, Muntinlupa at The Levels – Burbank Tower...",Condo Unit,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"17,900,000",2,2,72,na,72,248611.11,14.420011,121.033259,https://www.lamudi.com.ph/2br-condo-unit-72-sqm-for-sale-in-alabang-muntinlu-169872024570.html
"2BR Condo Unit (53 sqm) for Sale in Alabang, Muntinlupa at The Levels – Burbank Tower...",Condo Unit,"Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"10,600,000",2,2,53,na,53,200000,14.420011,121.033259,https://www.lamudi.com.ph/2br-condo-unit-53-sqm-for-sale-in-alabang-muntinlu-169872024562.html
"1 Bedroom Condo Unit for Sale in Ayala Alabang, Muntinlupa | Viento at Cerca - T3, 59...",Condo Unit,"Ayala Alabang, Muntinlupa",Muntinlupa,Metropolitan Manila,NCR,1,"16,821,000",1,1,59,na,59,285101.69,14.4253,121.021105,https://www.lamudi.com.ph/1-bedroom-condo-unit-for-sale-in-ayala-alabang-mun-170781025594.html
"Modern 4 Bedroom, 2 Storey House in Naic, Cavite For Sale!!!",House,"Ibayo Estacion, Naic",Naic,Cavite,Region IV-A,0,"4,900,000",4,na,136,90,226,21681.42,14.324855,120.767844,https://www.lamudi.com.ph/modern-4-bedroom-2-storey-house-in-naic-cavite-for-169943138355.html
4 Bedroom / 2 T&B  Fully furnished Modern Korean Themed House and Lot,House,"Natipuan, Nasugbu",Nasugbu,Batangas,Region IV-A,0,"18,000,000",4,na,na,281,281,64056.94,14.1214475,120.6225013,https://www.lamudi.com.ph/4-bedroom-2-t-b-fully-furnished-modern-korean-them-169458598662.html
"1BR Condo Unit for Sale in Ozamiz, Misamis Occidental at Amala | 30.77 sqm (Facing Co...",Condo Unit,"Labo, Ozamiz",Ozamiz,Misamis Occidental,Region X,0,"5,651,000",1,1,30,na,30,188366.67,8.1751,123.8440921,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-ozamiz-misamis-occident-171040985712.html
"1BR Condo Unit for Sale in Ozamiz, Misamis Occidental at Amala | 30.77 sqm (Facing Am...",Condo Unit,"Labo, Ozamiz",Ozamiz,Misamis Occidental,Region X,0,"5,656,000",1,1,30,na,30,188533.33,8.1751,123.8440921,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-ozamiz-misamis-occident-171046365729.html
"1BR Condo Unit for Sale in Ozamiz, Misamis Occidental at Amala | 30.36 sqm (Facing Co...",Condo Unit,"Labo, Ozamiz",Ozamiz,Misamis Occidental,Region X,0,"5,576,000",1,1,30,na,30,185866.67,8.1751,123.8440921,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-ozamiz-misamis-occident-171046365770.html
"1BR Condo Unit for Sale in Ozamiz, Misamis Occidental at Amala | 23.76 sqm (Facing Am...",Condo Unit,"Labo, Ozamiz",Ozamiz,Misamis Occidental,Region X,0,"3,955,000",1,1,23,na,23,171956.52,8.1751,123.8440921,https://www.lamudi.com.ph/1br-condo-unit-for-sale-in-ozamiz-misamis-occident-171046365696.html
